cve_mun_full,Municipio,Escuelas,Alumnos,Alumnos Mujeres,Alumnos Hombres,Docentes¹,no_asistencia_3_5_pct,no_asistencia_6_11_pct,no_asistencia_12_14_pct,asistencia_15_17_pct,analfabetismo_pct,grado_escolaridad,marginacion,electricidad_pct,computadoras_pct,internet_pct,infra_adaptada_pct,material_adaptado_pct,agua_potable_pct,lavabo_manos_pct,indice_infra_sep,asistencia_primaria_pct,NOM_MUN_CLEAN,temp_media_anual,ZON_TER,escuelas_infied,luz_con_pct_infied,agua_red_pct_infied,bebederos_con_pct_infied,techumbre_con_pct_infied,ambito_urbano_pct_infied,ambito_rural_pct_infied,ambito_predominante_infied,control_predominante_infied
15043,TEMASCALCINGO,2,235,218,17,7,42.3,3.9,7.4,68.6,3.0,9.17,Muy bajo,76.2,57.1,19.0,14.3,4.8,85.7,76.2,0.5,96.1,Xalatlaco,13.0,Templado,,,,,,,,,
15044,TEMOAYA,1,4468,3414,1054,10,37.8,3.9,6.8,81.5,1.3,10.24,Muy bajo,100.0,75.0,33.3,33.3,8.3,100.0,75.0,0.6,96.1,Jaltenco,15.0,Templado,,,,,,,,,
15045,TENANCINGO,3,2164,1954,210,10,36.5,2.5,5.2,78.3,4.7,9.05,Bajo,97.6,84.7,12.9,33.1,12.1,94.4,87.9,0.6,97.5,Jilotepec,15.0,Templado,,,,,,,,,
15046,TEOLOYUCAN,1,422,391,31,1,46.4,4.6,6.0,80.0,4.4,9.27,Muy bajo,100.0,92.0,84.0,48.0,40.0,96.0,100.0,0.8,95.4,Jilotzingo,11.0,Semifrio,,,,,,,,,
15047,TEOTIHUACÁN,2,4182,3513,669,18,35.4,2.6,8.3,70.8,7.2,8.19,Bajo,95.8,78.9,22.1,20.0,11.6,88.4,77.9,0.6,97.4,Jiquipilco,7.0,Semifrio,,,,,,,,,
15048,TEPOTZOTLÁN,1,2059,1970,89,4,33.4,2.2,4.4,84.9,4.4,9.56,Bajo,97.0,84.8,30.3,13.6,13.6,93.9,77.3,0.6,97.8,Jocotitlán,11.0,Semifrio,,,,,,,,,
15049,TEXCOCO,11,5566,3282,2284,62,34.9,4.2,7.3,72.3,5.2,8.69,Bajo,90.9,90.9,36.4,45.5,0.0,100.0,100.0,0.7,95.8,Joquicingo,15.0,Templado,,,,,,,,,
15050,TIANGUISTENCO,5,537,426,111,25,42.4,4.6,8.5,70.0,4.6,9.0,Muy bajo,92.3,53.8,46.2,46.2,0.0,100.0,100.0,0.6,95.4,Juchitepec,15.0,Templado,,,,,,,,,
15051,TLALNEPANTLA DE BAZ,20,8588,4853,3735,125,38.0,3.8,5.4,80.1,2.7,10.36,Muy bajo,91.3,82.7,44.2,23.1,11.5,92.3,89.4,0.6,96.2,Lerma,9.0,Semifrio,,,,,,,,,
15052,TOLUCA,24,14318,7873,6445,150,41.1,3.8,10.5,66.0,7.4,7.96,Bajo,95.9,69.4,18.4,16.3,6.1,83.7,93.9,0.5,96.2,Malinalco,23.0,Cálido,,,,,,,,,
15053,TULTEPEC,1,2197,1741,456,11,44.1,5.1,7.9,78.4,2.2,9.96,Muy bajo,89.7,62.1,69.0,27.6,17.2,100.0,96.6,0.7,94.9,Melchor Ocampo,15.0,Templado,,,,,,,,,
15054,TULTITLÁN,3,2553,1683,870,16,29.7,4.0,5.3,85.2,1.3,12.27,Muy bajo,100.0,81.2,75.8,46.7,24.2,98.2,94.5,0.7,96.0,Metepec,13.0,Templado,,,,,,,,,
15055,VALLE DE BRAVO,2,4003,2695,1308,17,35.0,5.2,7.0,73.5,2.8,10.14,Muy bajo,100.0,87.5,62.5,62.5,37.5,100.0,87.5,0.8,94.8,Mexicaltzingo,13.0,Templado,,,,,,,,,
15056,VALLE DE CHALCO SOLIDARIDAD,7,4029,2423,1606,62,46.8,3.5,12.3,65.3,10.1,7.62,Alto,84.9,67.9,5.7,11.3,7.5,66.0,75.5,0.5,96.5,Morelos,11.0,Semifrio,,,,,,,,,
15057,VILLA DEL CARBÓN,1,8,4,4,3,40.2,6.0,8.0,78.6,2.0,10.72,Muy bajo,98.8,79.2,62.7,28.8,18.6,98.3,92.9,0.7,94.0,Naucalpan de Juárez,15.0,Templado,,,,,,,,,
15058,VILLA GUERRERO,1,1023,719,304,8,34.5,5.1,7.2,80.5,1.9,10.42,Muy bajo,97.0,75.2,54.0,28.2,14.2,95.6,92.0,0.7,94.9,Nezahualcóyotl,15.0,Templado,,,,,,,,,
15059,XONACATLÁN,2,601,335,266,15,37.3,4.9,8.1,73.8,1.8,9.9,Muy bajo,94.1,58.8,32.4,44.1,14.7,85.3,85.3,0.6,95.1,Nextlalpan,15.0,Templado,,,,,,,,,
15060,ZINACANTEPEC,3,10534,4529,6005,52,42.5,3.4,6.2,79.4,2.8,9.75,Muy bajo,96.0,78.9,58.6,36.1,17.6,92.5,90.7,0.7,96.6,Nicolás Romero,7.0,Semifrio,,,,,,,,,
15061,ZUMPANGO,3,6275,4641,1634,19,44.3,10.2,15.6,67.5,3.6,9.23,Muy bajo,100.0,87.5,37.5,0.0,0.0,87.5,100.0,0.6,89.8,Nopaltepec,15.0,Templado,,,,,,,,,
16001,ACUITZIO,3,4132,2704,1428,42,28.6,3.0,14.6,61.5,6.9,7.84,Bajo,96.3,40.7,14.8,0.0,7.4,85.2,92.6,0.5,97.0,Acuitzio,13.0,Templado,,,,,,,,,
16002,APATZINGÁN,10,3089,1469,1620,53,40.2,14.1,25.9,54.5,14.9,6.09,Medio,58.1,11.6,0.0,7.0,0.0,55.8,69.8,0.3,85.9,Aguililla,21.0,Semicálido,,,,,,,,,
16003,ARTEAGA,2,154,131,23,6,38.7,4.2,13.1,56.5,8.0,7.41,Bajo,92.1,31.6,21.1,5.3,5.3,89.5,78.9,0.5,95.8,Álvaro Obregón,17.0,Templado,,,,,,,,,
16004,CHAVINDA,1,51,51,0,3,13.5,2.5,18.9,56.0,8.7,6.78,Bajo,88.2,35.3,17.6,2.9,5.9,82.4,73.5,0.4,97.5,Angamacutiro,17.0,Templado,,,,,,,,,
16005,COALCOMÁN DE VÁZQUEZ PALLARES,3,1112,877,235,25,48.1,6.8,17.0,58.3,6.8,8.2,Bajo,95.0,35.0,5.0,15.0,10.0,75.0,65.0,0.4,93.2,Angangueo,11.0,Semifrio,,,,,,,,,
16006,CONTEPEC,2,204,191,13,5,42.3,8.0,19.2,59.2,8.7,7.93,Bajo,87.6,38.5,30.4,13.7,8.1,83.2,78.3,0.5,92.0,Apatzingán,23.0,Cálido,,,,,,,,,
16007,GABRIEL ZAMORA,1,8,4,4,2,30.5,4.3,15.7,68.2,8.2,8.04,Medio,87.5,75.0,25.0,0.0,0.0,87.5,75.0,0.5,95.7,Aporo,17.0,Templado,,,,,,,,,
16008,HIDALGO,11,2524,1521,1003,33,22.4,5.7,14.8,60.1,12.8,6.83,Muy alto,69.2,39.8,10.5,2.3,2.3,45.9,71.4,0.3,94.3,Aquila,27.0,Muy cálido,,,,,,,,,
16009,HUETAMO,4,183,149,34,17,33.6,5.0,14.8,58.5,7.9,7.59,Bajo,96.7,43.5,21.7,7.6,15.2,83.7,79.3,0.5,95.0,Ario,25.0,Cálido,,,,,,,,,
16010,JIQUILPAN,1,1233,799,434,9,29.4,5.0,9.1,69.5,13.3,7.54,Medio,71.6,48.6,11.9,3.7,1.8,53.2,78.0,0.4,95.0,Arteaga,27.0,Muy cálido,,,,,,,,,
16011,JUNGAPEO,1,11,7,4,2,41.3,5.3,20.5,53.5,5.8,7.72,Bajo,100.0,37.5,25.0,25.0,25.0,87.5,75.0,0.5,94.7,Briseñas,19.0,Semicálido,,,,,,,,,
16012,LA HUACANA,2,162,136,26,4,46.9,11.0,29.6,45.6,12.6,6.4,Medio,84.6,33.8,12.3,6.2,12.3,73.8,76.9,0.4,89.0,Buenavista,27.0,Muy cálido,,,,,,,,,
16013,LA PIEDAD,3,1828,1150,678,19,29.6,8.1,12.5,61.6,15.5,6.62,Alto,80.7,36.8,0.0,1.8,5.3,36.8,78.9,0.3,91.9,Carácuaro,27.0,Muy cálido,,,,,,,,,
16014,LÁZARO CÁRDENAS,13,3728,1652,2076,80,39.7,10.2,21.7,48.3,10.1,7.23,Bajo,88.2,50.0,11.8,5.9,5.9,70.6,85.3,0.5,89.8,Coahuayana,23.0,Cálido,,,,,,,,,
16015,LOS REYES,5,1191,1053,138,21,39.8,4.9,15.8,54.2,9.7,7.16,Bajo,70.6,27.9,14.7,4.4,5.9,48.5,76.5,0.4,95.1,Coalcomán de Vázquez Pallares,25.0,Cálido,,,,,,,,,
16016,MARAVATÍO,3,2757,1825,932,26,25.9,4.5,9.8,61.7,10.6,6.96,Medio,83.0,28.3,7.5,0.0,0.0,75.5,71.7,0.4,95.5,Coeneo,15.0,Templado,,,,,,,,,
16017,MORELIA,91,21158,14295,6863,576,28.0,3.2,13.5,57.2,9.2,7.11,Medio,80.6,22.6,4.8,6.5,4.8,77.4,75.8,0.4,96.8,Contepec,15.0,Templado,,,,,,,,,
16018,MÚGICA,3,596,495,101,8,33.5,4.5,7.8,56.5,7.8,7.06,Bajo,94.7,47.4,0.0,15.8,5.3,78.9,73.7,0.5,95.5,Copándaro,15.0,Templado,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
16019,PARACHO,2,378,179,199,16,40.8,6.0,19.5,53.8,11.6,6.83,Bajo,100.0,52.1,18.8,10.4,8.3,81.3,81.3,0.5,94.0,Cotija,21.0,Semicálido,,,,,,,,,
16020,PÁTZCUARO,10,1352,894,458,36,41.1,4.5,12.4,59.6,9.6,7.32,Bajo,100.0,43.2,16.2,8.1,8.1,100.0,94.6,0.5,95.5,Cuitzeo,15.0,Templado,,,,,,,,,
16021,PERIBÁN,1,108,97,11,6,35.6,4.8,18.2,53.5,16.3,6.86,Alto,100.0,37.5,18.8,6.3,6.3,81.3,75.0,0.5,95.2,Charapan,13.0,Templado,,,,,,,,,
16022,PURUÁNDIRO,5,904,740,164,21,35.5,2.3,10.7,63.4,6.3,7.14,Bajo,68.1,42.6,6.4,8.5,6.4,55.3,59.6,0.4,97.7,Charo,15.0,Templado,,,,,,,,,
16023,QUERÉNDARO,2,340,308,32,8,46.9,4.2,21.4,49.1,9.9,6.58,Bajo,80.0,40.0,0.0,0.0,0.0,100.0,100.0,0.5,95.8,Chavinda,19.0,Semicálido,,,,,,,,,
16024,QUIROGA,3,3367,2617,750,36,19.8,3.7,11.9,58.5,11.0,8.3,Medio,95.2,57.1,28.6,0.0,9.5,90.5,76.2,0.5,96.3,Cherán,13.0,Templado,,,,,,,,,
16025,SAHUAYO,2,445,376,69,10,30.1,5.6,16.5,54.8,10.9,7.71,Medio,52.9,14.7,5.9,2.9,0.0,44.1,32.4,0.2,94.4,Chilchota,15.0,Templado,,,,,,,,,
16026,SALVADOR ESCALANTE,2,856,597,259,24,31.6,8.7,11.5,70.2,10.8,6.75,Medio,73.3,11.1,4.4,0.0,2.2,60.0,73.3,0.3,91.3,Chinicuila,25.0,Cálido,,,,,,,,,
16027,SAN LUCAS,2,550,325,225,10,32.9,2.2,10.8,54.5,13.9,6.16,Medio,94.1,52.9,11.8,11.8,0.0,82.4,94.1,0.5,97.8,Chucándiro,15.0,Templado,,,,,,,,,
16028,TACÁMBARO,5,1445,953,492,35,27.8,1.7,11.3,72.3,6.0,7.29,Bajo,90.5,19.0,14.3,4.8,9.5,85.7,66.7,0.4,98.3,Churintzio,19.0,Semicálido,,,,,,,,,
16029,TANHUATO,1,12,10,2,1,25.1,3.8,13.2,69.5,14.8,6.6,Alto,83.3,28.3,8.3,0.0,3.3,53.3,61.7,0.3,96.2,Churumuco,,Muy cálido,,,,,,,,,
16030,TARETAN,1,798,648,150,10,45.5,5.8,18.9,63.0,11.3,6.44,Bajo,81.8,22.7,4.5,4.5,0.0,77.3,77.3,0.4,94.2,Ecuandureo,19.0,Semicálido,,,,,,,,,
16031,TEPALCATEPEC,3,426,292,134,10,26.1,2.4,12.9,61.3,10.4,6.55,Medio,88.9,26.7,2.2,8.9,0.0,84.4,82.2,0.4,97.6,Epitacio Huerta,15.0,Templado,1.0,100.0,0.0,0.0,0.0,100.0,0.0,URBANO,PÚBLICO
16032,TINGAMBATO,1,50,10,40,2,30.2,3.5,10.1,63.6,9.0,7.7,Bajo,100.0,50.0,11.5,7.7,3.8,88.5,92.3,0.5,96.5,Erongarícuaro,13.0,Templado,,,,,,,,,
16033,TLALPUJAHUA,2,153,106,47,6,32.9,6.6,16.3,63.1,11.3,7.41,Bajo,96.8,61.3,22.6,9.7,3.2,83.9,87.1,0.5,93.4,Gabriel Zamora,27.0,Muy cálido,,,,,,,,,
16034,TURICATO,2,1088,631,457,14,38.8,4.2,13.6,63.2,7.2,8.02,Bajo,89.2,38.3,14.0,18.9,21.6,73.9,84.2,0.5,95.8,Hidalgo,19.0,Semicálido,1.0,100.0,100.0,0.0,0.0,100.0,0.0,URBANO,PÚBLICO
16035,TUXPAN,2,456,333,123,4,26.7,5.2,12.0,64.2,13.8,7.03,Medio,97.4,34.2,2.6,1.8,5.3,57.0,75.4,0.4,94.8,La Huacana,23.0,Cálido,,,,,,,,,
16036,URUAPAN,41,5340,3256,2084,166,25.5,2.9,11.0,71.7,9.0,7.42,Bajo,100.0,87.5,37.5,25.0,6.3,100.0,100.0,0.7,97.1,Huandacareo,15.0,Templado,,,,,,,,,
16037,YURÉCUARO,1,3,0,3,2,38.1,4.0,11.5,47.9,10.5,6.36,Medio,73.1,50.0,50.0,3.8,0.0,73.1,73.1,0.5,96.0,Huaniqueo,15.0,Templado,,,,,,,,,
16038,ZACAPU,11,1011,568,443,32,21.6,4.3,9.9,69.6,14.0,7.46,Medio,88.3,37.2,19.7,5.1,9.5,61.3,66.4,0.4,95.7,Huetamo,,Muy cálido,,,,,,,,,
16039,ZAMORA,18,2841,2108,733,100,27.2,4.5,17.3,60.5,7.2,7.79,Bajo,100.0,25.0,6.3,6.3,6.3,100.0,68.8,0.4,95.5,Huiramba,13.0,Templado,,,,,,,,,
16040,ZINAPÉCUARO,2,220,127,93,8,47.1,3.6,17.0,54.9,8.6,7.17,Bajo,96.8,51.6,9.7,9.7,16.1,71.0,87.1,0.5,96.4,Indaparapeo,15.0,Templado,,,,,,,,,
16041,ZIRACUARETIRO,1,21,3,18,1,28.9,3.5,12.8,62.7,7.7,7.45,Medio,70.6,23.5,2.9,8.8,2.9,64.7,64.7,0.3,96.5,Irimbo,17.0,Templado,,,,,,,,,
16042,ZITÁCUARO,16,3641,2341,1300,69,47.8,5.9,32.5,40.1,10.0,6.4,Bajo,91.7,29.2,16.7,8.3,0.0,91.7,75.0,0.4,94.1,Ixtlán,19.0,Semicálido,,,,,,,,,
17001,AYALA,1,13161,11216,1945,76,42.0,5.9,13.4,70.2,8.0,8.52,Bajo,96.2,69.2,61.5,19.2,11.5,88.5,92.3,0.6,94.1,Amacuzac,25.0,Cálido,,,,,,,,,
17002,CUAUTLA,12,2907,1952,955,91,36.7,4.1,10.4,67.9,4.7,9.34,Bajo,96.2,84.6,61.5,30.8,23.1,84.6,92.3,0.7,95.9,Atlatlahucan,19.0,Semicálido,,,,,,,,,
17003,CUERNAVACA,13,13401,12200,1201,138,45.2,4.4,13.7,63.6,9.6,8.07,Medio,96.8,67.7,32.3,45.2,16.1,96.8,100.0,0.6,95.6,Axochiapan,23.0,Cálido,,,,,,,,,
17004,EMILIANO ZAPATA,1,3349,2978,371,62,44.6,5.7,14.6,62.3,7.3,8.69,Bajo,98.7,53.2,41.8,35.4,21.5,92.4,96.2,0.6,94.3,Ayala,23.0,Cálido,,,,,,,,,
17005,JIUTEPEC,4,2746,1420,1326,59,42.3,5.2,8.3,66.3,7.5,7.82,Bajo,88.9,66.7,27.8,27.8,11.1,94.4,100.0,0.6,94.8,Coatlán del Río,23.0,Cálido,,,,,,,,,
17006,JOJUTLA,3,121,91,30,13,36.5,4.5,8.8,74.3,4.2,10.04,Muy bajo,99.4,73.3,69.1,47.3,17.6,98.2,98.2,0.7,95.5,Cuautla,23.0,Cálido,,,,,,,,,
17007,PUENTE DE IXTLA,1,13049,11153,1896,68,28.1,3.6,5.7,80.7,2.2,11.39,Muy bajo,98.1,77.9,81.6,35.4,23.9,97.1,96.3,0.7,96.4,Cuernavaca,19.0,Semicálido,,,,,,,,,
17008,TEMIXCO,3,123,105,18,9,40.4,3.5,8.1,73.3,4.0,10.12,Muy bajo,100.0,63.3,60.0,41.7,25.0,96.7,98.3,0.7,96.5,Emiliano Zapata,23.0,Cálido,,,,,,,,,
17009,TLAQUILTENANGO,2,833,469,364,40,43.6,2.5,5.3,76.7,3.1,9.79,Bajo,87.5,68.8,43.8,37.5,31.3,62.5,81.3,0.6,97.5,Huitzilac,19.0,Semicálido,,,,,,,,,
17010,YAUTEPEC,1,109,64,45,3,43.0,3.3,10.1,73.1,5.4,8.9,Bajo,100.0,65.0,35.0,10.0,0.0,85.0,95.0,0.6,96.7,Jantetelco,23.0,Cálido,,,,,,,,,
18001,ACAPONETA,1,2103,1745,358,39,28.2,2.6,3.9,84.1,5.7,9.37,Bajo,84.0,37.0,13.0,8.0,17.0,78.0,82.0,0.5,97.4,Acaponeta,21.0,Semicálido,,,,,,,,,
18001,ACAPONETA,1,2103,1745,358,39,84.0,37.0,13.0,8.0,17.0,78.0,82.0,84.0,37.0,13.0,8.0,17.0,78.0,82.0,0.5,63.0,Acaponeta,21.0,Semicálido,,,,,,,,,
18002,AHUACATLÁN,1,2544,2243,301,23,31.5,3.5,9.0,75.6,4.9,9.11,Muy bajo,96.6,62.1,24.1,17.2,10.3,96.6,82.8,0.6,96.5,Ahuacatlán,23.0,Cálido,,,,,,,,,
18002,AHUACATLÁN,1,2544,2243,301,23,96.6,62.1,24.1,17.2,10.3,96.6,82.8,96.6,62.1,24.1,17.2,10.3,96.6,82.8,0.6,37.9,Ahuacatlán,23.0,Cálido,,,,,,,,,
18003,BAHÍA DE BANDERAS,2,2296,1499,797,43,36.0,2.0,5.8,84.2,5.8,8.16,Muy bajo,100.0,66.7,14.8,25.9,14.8,92.6,88.9,0.6,98.0,Amatlán de Cañas,21.0,Semicálido,,,,,,,,,
18003,BAHÍA DE BANDERAS,2,2296,1499,797,43,100.0,66.7,14.8,25.9,14.8,92.6,88.9,100.0,66.7,14.8,25.9,14.8,92.6,88.9,0.6,33.3,Amatlán de Cañas,21.0,Semicálido,,,,,,,,,
18004,COMPOSTELA,1,2587,2304,283,28,42.0,3.7,8.7,70.8,4.7,8.61,Muy bajo,96.5,54.4,34.2,29.8,20.2,96.5,94.7,0.6,96.3,Compostela,25.0,Cálido,,,,,,,,,
18004,COMPOSTELA,1,2587,2304,283,28,96.5,54.4,34.2,29.8,20.2,96.5,94.7,96.5,54.4,34.2,29.8,20.2,96.5,94.7,0.6,45.6,Compostela,25.0,Cálido,,,,,,,,,
18005,IXTLÁN DEL RÍO,2,1214,673,541,17,29.6,2.1,5.7,76.5,10.3,7.89,Muy alto,44.6,34.8,3.3,2.2,19.6,48.9,72.8,0.3,97.9,Huajicori,23.0,Cálido,,,,,,,,,
18005,IXTLÁN DEL RÍO,2,1214,673,541,17,44.6,34.8,3.3,2.2,19.6,48.9,72.8,44.6,34.8,3.3,2.2,19.6,48.9,72.8,0.3,65.2,Huajicori,23.0,Cálido,,,,,,,,,
18006,ROSAMORADA,1,2214,1842,372,20,39.6,4.2,9.5,71.9,4.0,9.4,Muy bajo,100.0,71.9,25.0,15.6,25.0,87.5,81.3,0.6,95.8,Ixtlán del Río,21.0,Semicálido,,,,,,,,,
18006,ROSAMORADA,1,2214,1842,372,20,100.0,71.9,25.0,15.6,25.0,87.5,81.3,100.0,71.9,25.0,15.6,25.0,87.5,81.3,0.6,28.099999999999994,Ixtlán del Río,21.0,Semicálido,,,,,,,,,
18007,SAN BLAS,1,1636,1229,407,46,44.4,2.9,10.8,69.7,5.3,8.88,Bajo,86.0,32.6,11.6,16.3,14.0,48.8,76.7,0.4,97.1,Jala,19.0,Semicálido,,,,,,,,,
18007,SAN BLAS,1,1636,1229,407,46,86.0,32.6,11.6,16.3,14.0,48.8,76.7,86.0,32.6,11.6,16.3,14.0,48.8,76.7,0.4,67.4,Jala,19.0,Semicálido,,,,,,,,,
18008,SANTA MARÍA DEL ORO,1,1660,1360,300,26,32.4,3.1,6.4,80.7,2.6,10.82,Muy bajo,96.6,61.0,50.8,32.2,11.9,96.6,94.9,0.6,96.9,Xalisco,19.0,Semicálido,,,,,,,,,
18008,SANTA MARÍA DEL ORO,1,1660,1360,300,26,96.6,61.0,50.8,32.2,11.9,96.6,94.9,96.6,61.0,50.8,32.2,11.9,96.6,94.9,0.6,39.0,Xalisco,19.0,Semicálido,,,,,,,,,
18009,SANTIAGO IXCUINTLA,2,2832,2467,365,19,43.2,9.6,21.0,51.3,27.2,5.72,Muy alto,56.9,34.9,3.1,4.7,14.5,48.2,65.9,0.3,90.4,Del Nayar,27.0,Muy cálido,,,,,,,,,
18009,SANTIAGO IXCUINTLA,2,2832,2467,365,19,56.9,34.9,3.1,4.7,14.5,48.2,65.9,56.9,34.9,3.1,4.7,14.5,48.2,65.9,0.3,65.1,Del Nayar,27.0,Muy cálido,,,,,,,,,
18010,TEPIC,29,14294,9452,4842,171,29.2,3.4,8.5,73.2,6.5,8.31,Bajo,97.4,46.2,10.3,14.1,10.3,94.9,89.7,0.5,96.6,Rosamorada,23.0,Cálido,,,,,,,,,
18010,TEPIC,29,14294,9452,4842,171,97.4,46.2,10.3,14.1,10.3,94.9,89.7,97.4,46.2,10.3,14.1,10.3,94.9,89.7,0.5,53.8,Rosamorada,23.0,Cálido,,,,,,,,,
18011,TUXPAN,1,2,1,1,1,29.7,5.6,13.0,65.3,7.0,8.5,Medio,82.8,41.4,5.2,15.5,24.1,74.1,79.3,0.5,94.4,Ruíz,23.0,Cálido,,,,,,,,,
18011,TUXPAN,1,2,1,1,1,82.8,41.4,5.2,15.5,24.1,74.1,79.3,82.8,41.4,5.2,15.5,24.1,74.1,79.3,0.5,58.6,Ruíz,23.0,Cálido,,,,,,,,,
18012,XALISCO,1,2224,1723,501,36,40.4,4.7,11.0,71.3,5.4,8.16,Muy bajo,98.7,57.9,22.4,18.4,10.5,93.4,92.1,0.6,95.3,San Blas,21.0,Semicálido,,,,,,,,,
18012,XALISCO,1,2224,1723,501,36,98.7,57.9,22.4,18.4,10.5,93.4,92.1,98.7,57.9,22.4,18.4,10.5,93.4,92.1,0.6,42.1,San Blas,21.0,Semicálido,,,,,,,,,
19001,ALLENDE,2,638,152,486,12,31.3,7.0,7.9,68.5,2.2,9.45,Muy bajo,100.0,0.0,0.0,0.0,0.0,100.0,50.0,0.4,93.0,Abasolo,19.0,Semicálido,,,,,,,,,
19002,APODACA,4,10781,3594,7187,120,24.1,2.8,5.9,65.8,4.8,8.12,Muy bajo,100.0,70.0,20.0,20.0,10.0,80.0,60.0,0.5,97.2,Agualeguas,23.0,Cálido,,,,,,,,,
19003,CADEREYTA JIMÉNEZ,11,3606,970,2636,36,26.6,3.6,2.1,54.5,4.3,7.07,Bajo,100.0,66.7,33.3,33.3,33.3,100.0,66.7,0.6,96.4,Los Aldamas,23.0,Cálido,,,,,,,,,
19004,CIÉNEGA DE FLORES,3,5945,485,5460,35,42.1,7.5,13.6,61.4,1.7,9.19,Muy bajo,97.6,42.9,33.3,57.1,19.0,95.2,71.4,0.6,92.5,Allende,21.0,Semicálido,,,,,,,,,
19005,GARCÍA,2,3284,1301,1983,62,38.7,4.8,9.6,66.2,3.6,8.57,Muy bajo,100.0,34.8,4.3,8.7,0.0,60.9,69.6,0.4,95.2,Anáhuac,23.0,Cálido,,,,,,,,,
19006,GENERAL ESCOBEDO,5,7862,1443,6419,44,33.9,3.2,4.4,79.7,0.7,11.35,Muy bajo,92.1,49.7,46.6,71.9,39.4,94.9,79.5,0.7,96.8,Apodaca,23.0,Cálido,,,,,,,,,
19007,GUADALUPE,14,17514,2284,15230,126,24.4,2.6,6.5,75.5,8.0,7.52,Medio,78.8,28.3,4.0,14.1,6.1,50.5,65.7,0.4,97.4,Aramberri,15.0,Templado,,,,,,,,,
19008,JUÁREZ,1,107,107,0,8,30.3,6.1,9.2,75.4,3.8,8.84,Muy bajo,100.0,50.0,25.0,50.0,25.0,100.0,75.0,0.6,93.9,Bustamante,19.0,Semicálido,,,,,,,,,
19009,LINARES,1,609,216,393,2,43.7,4.2,9.2,66.6,1.7,9.35,Muy bajo,97.0,39.4,19.7,43.2,28.8,78.0,72.0,0.5,95.8,Cadereyta Jiménez,23.0,Cálido,,,,,,,,,
19010,MONTEMORELOS,3,2305,1713,592,11,47.5,3.9,8.9,53.9,1.0,9.4,Muy bajo,80.0,20.0,17.1,54.3,22.9,91.4,60.0,0.5,96.1,El Carmen,17.0,Templado,,,,,,,,,
19011,MONTERREY,44,23116,7734,15382,559,28.7,6.4,9.9,62.9,4.1,8.09,Muy bajo,100.0,60.0,40.0,10.0,0.0,90.0,90.0,0.6,93.6,Cerralvo,23.0,Cálido,,,,,,,,,
19012,SABINAS HIDALGO,2,38,36,2,3,45.6,4.7,10.5,58.3,1.5,9.33,Muy bajo,64.9,24.3,18.9,70.3,40.5,78.4,59.5,0.5,95.3,Ciénega de Flores,21.0,Semicálido,,,,,,,,,
19013,SALINAS VICTORIA,1,44,0,44,2,36.5,7.8,10.9,58.0,4.0,7.91,Muy bajo,90.0,50.0,15.0,40.0,15.0,75.0,65.0,0.5,92.2,China,23.0,Cálido,,,,,,,,,
19014,SAN NICOLÁS DE LOS GARZA,12,2928,1125,1803,65,27.5,2.6,7.7,69.9,9.1,7.45,Alto,89.9,43.9,3.2,20.6,8.5,32.8,67.2,0.4,97.4,Doctor Arroyo,19.0,Semicálido,,,,,,,,,
19015,SAN PEDRO GARZA GARCÍA,1,1701,623,1078,39,37.3,6.9,10.0,78.7,4.3,7.32,Bajo,100.0,60.0,20.0,40.0,0.0,100.0,100.0,0.6,93.1,Doctor Coss,23.0,Cálido,,,,,,,,,
19016,SANTA CATARINA,7,5835,498,5337,56,39.7,4.1,13.8,66.2,4.9,7.93,Bajo,80.0,40.0,40.0,80.0,0.0,100.0,60.0,0.6,95.9,Doctor González,23.0,Cálido,,,,,,,,,
20001,ACATLÁN DE PÉREZ FIGUEROA,1,3416,3235,181,34,9.8,1.1,4.4,94.7,21.6,6.95,Alto,100.0,50.0,50.0,0.0,0.0,100.0,50.0,0.5,98.9,Abejones,19.0,Semicálido,,,,,,,,,
20002,ASUNCIÓN IXTALTEPEC,1,83,66,17,4,36.7,3.7,8.5,71.1,12.8,7.33,Medio,66.3,31.7,8.9,3.0,7.9,77.2,82.2,0.4,96.3,Acatlán de Pérez Figueroa,23.0,Cálido,,,,,,,,,
20003,ASUNCIÓN NOCHIXTLÁN,2,2849,2270,579,39,22.6,2.3,4.3,62.7,20.7,6.73,Alto,50.0,10.0,0.0,0.0,0.0,40.0,30.0,0.2,97.7,Asunción Cacalotepec,19.0,Semicálido,,,,,,,,,
20004,CIUDAD IXTEPEC,1,4746,4298,448,35,15.3,1.0,7.8,80.4,8.3,7.79,Medio,33.3,0.0,0.0,33.3,0.0,100.0,100.0,0.4,99.0,Asunción Cuyotepeji,15.0,Templado,,,,,,,,,
20005,CONSTANCIA DEL ROSARIO,1,117,90,27,5,13.0,2.3,4.4,86.7,11.4,8.48,Bajo,80.6,19.4,9.7,3.2,0.0,80.6,71.0,0.4,97.7,Asunción Ixtaltepec,27.0,Muy cálido,,,,,,,,,
20006,CUILÁPAM DE GUERRERO,1,84,59,25,5,17.5,2.2,5.4,78.9,6.1,9.17,Medio,64.9,32.4,18.9,8.1,10.8,91.9,83.8,0.4,97.8,Asunción Nochixtlán,17.0,Templado,,,,,,,,,
